movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb,id
in bruges,MartinMcDonagh,ElizabethBerrington,AnnaMadeley,EricGodon,Comedy  Crime  Drama,ElizabethBerrington AnnaMadeley EricGodon MartinMcDonagh Comedy  Crime  Drama,
peeples,TinaGordonChism,TylerJamesWilliams,S.EpathaMerkerson,DiahannCarroll,Comedy  Romance,TylerJamesWilliams S.EpathaMerkerson DiahannCarroll TinaGordonChism Comedy  Romance,
the rocker,PeterCattaneo,EmmaStone,BradleyCooper,JoshGad,Comedy  Music,EmmaStone BradleyCooper JoshGad PeterCattaneo Comedy  Music,
post grad,VickyJenson,J.K.Simmons,ZachGilford,BobbyColeman,Comedy  Romance,J.K.Simmons ZachGilford BobbyColeman VickyJenson Comedy  Romance,
promised land,GusVanSant,MattDamon,HalHolbrook,TerryKinney,Drama,MattDamon HalHolbrook TerryKinney GusVanSant Drama,
whatever works,WoodyAllen,LarryDavid,MichaelMcKean,ConlethHill,Comedy  Romance,LarryDavid MichaelMcKean ConlethHill WoodyAllen Comedy  Romance,
the in crowd,MaryLambert,MatthewSettle,SusanWard,A.J.Buckley,Drama  Mystery  Thriller,MatthewSettle SusanWard A.J.Buckley MaryLambert Drama  Mystery  Thriller,
three burials,TommyLeeJones,LevonHelm,DwightYoakam,GuillermoArriaga,Adventure  Crime  Drama  Mystery  Western,LevonHelm DwightYoakam GuillermoArriaga TommyLeeJones Adventure  Crime  Drama  Mystery  Western,
jakob the liar,PeterKassovitz,RobinWilliams,MarkMargolis,MichaelJeter,Drama  War,RobinWilliams MarkMargolis MichaelJeter PeterKassovitz Drama  War,
kiss kiss bang bang,ShaneBlack,RobertDowneyJr.,CorbinBernsen,LarryMiller,Comedy  Crime  Mystery,RobertDowneyJr. CorbinBernsen LarryMiller ShaneBlack Comedy  Crime  Mystery,
idle hands,RodmanFlender,VivicaA.Fox,FredWillard,EldenHenson,Comedy  Fantasy  Horror  Thriller,VivicaA.Fox FredWillard EldenHenson RodmanFlender Comedy  Fantasy  Horror  Thriller,
mulholland drive,DavidLynch,NaomiWatts,RobertForster,LauraHarring,Drama  Mystery  Thriller,NaomiWatts RobertForster LauraHarring DavidLynch Drama  Mystery  Thriller,
blood and chocolate,KatjavonGarnier,OlivierMartinez,AgnesBruckner,ChrisGeere,Drama  Fantasy  Horror  Romance,OlivierMartinez AgnesBruckner ChrisGeere KatjavonGarnier Drama  Fantasy  Horror  Romance,
you will meet a tall dark stranger,WoodyAllen,AnthonyHopkins,NaomiWatts,EwenBremner,Comedy  Drama  Romance,AnthonyHopkins NaomiWatts EwenBremner WoodyAllen Comedy  Drama  Romance,
never let me go,MarkRomanek,AndrewGarfield,CharlieRowe,CharlotteRampling,Drama  Romance  Sci-Fi,AndrewGarfield CharlieRowe CharlotteRampling MarkRomanek Drama  Romance  Sci-Fi,
the company            ,unknown,AnnaSilk,TomHollander,AlessandroNivola,Drama  History  Thriller,AnnaSilk TomHollander AlessandroNivola unknown Drama  History  Thriller,
transsiberian,BradAnderson,ThomasKretschmann,EduardoNoriega,MacMcDonald,Crime  Drama  Mystery  Thriller,ThomasKretschmann EduardoNoriega MacMcDonald BradAnderson Crime  Drama  Mystery  Thriller,
the clan of the cave bear,MichaelChapman,CurtisArmstrong,PamelaReed,MikeMuscat,Adventure  Drama  Fantasy,CurtisArmstrong PamelaReed MikeMuscat MichaelChapman Adventure  Drama  Fantasy,
crazy in alabama,AntonioBanderas,MeatLoaf,ElizabethPerkins,NoahEmmerich,Comedy  Crime  Drama,MeatLoaf ElizabethPerkins NoahEmmerich AntonioBanderas Comedy  Crime  Drama,
funny games,MichaelHaneke,NaomiWatts,SiobhanFallonHogan,BradyCorbet,Crime  Drama  Horror  Thriller,NaomiWatts SiobhanFallonHogan BradyCorbet MichaelHaneke Crime  Drama  Horror  Thriller,
listening,KhalilSullins,ThomasStroppel,KalimChandler,AmberMarieBollinger,Drama  Sci-Fi  Thriller,ThomasStroppel KalimChandler AmberMarieBollinger KhalilSullins Drama  Sci-Fi  Thriller,
felicia's journey,AtomEgoyan,BobHoskins,ElaineCassidy,GerardMcSorley,Drama  Thriller,BobHoskins ElaineCassidy GerardMcSorley AtomEgoyan Drama  Thriller,
metropolis,FritzLang,BrigitteHelm,GustavFröhlich,RudolfKlein-Rogge,Drama  Sci-Fi,BrigitteHelm GustavFröhlich RudolfKlein-Rogge FritzLang Drama  Sci-Fi,
district b13,PierreMorel,DavidBelle,CyrilRaffaelli,DanyVerissimo-Petit,Action  Crime  Thriller,DavidBelle CyrilRaffaelli DanyVerissimo-Petit PierreMorel Action  Crime  Thriller,
things to do in denver when you're dead,GaryFleder,SteveBuscemi,BillCobbs,TreatWilliams,Crime  Drama,SteveBuscemi BillCobbs TreatWilliams GaryFleder Crime  Drama,
the assassin,Hsiao-HsienHou,QiShu,ChenChang,SatoshiTsumabuki,Action  Drama,QiShu ChenChang SatoshiTsumabuki Hsiao-HsienHou Action  Drama,
buffalo soldiers,GregorJordan,DeanStockwell,ScottGlenn,Leon,Comedy  Crime  Drama  Thriller  War,DeanStockwell ScottGlenn Leon GregorJordan Comedy  Crime  Drama  Thriller  War,
the return,AndreyZvyagintsev,KonstantinLavronenko,VladimirGarin,NataliyaVdovina,Drama  Mystery  Thriller,KonstantinLavronenko VladimirGarin NataliyaVdovina AndreyZvyagintsev Drama  Mystery  Thriller,
ong-bak 2,TonyJaa,NirutSirichanya,PetchtaiWongkamlao,SarunyuWongkrachang,Action,NirutSirichanya PetchtaiWongkamlao SarunyuWongkrachang TonyJaa Action,
centurion,NeilMarshall,MichaelFassbender,JJFeild,DaveLegeno,Action  Adventure  Drama  History  Thriller  War,MichaelFassbender JJFeild DaveLegeno NeilMarshall Action  Adventure  Drama  History  Thriller  War,
silent trigger,RussellMulcahy,ChristopherHeyerdahl,GinaBellman,ConradDunn,Action  Drama  Thriller,ChristopherHeyerdahl GinaBellman ConradDunn RussellMulcahy Action  Drama  Thriller,
the midnight meat train,RyûheiKitamura,BradleyCooper,BrookeShields,LeslieBibb,Fantasy  Horror  Mystery,BradleyCooper BrookeShields LeslieBibb RyûheiKitamura Fantasy  Horror  Mystery,
winnie mandela,DarrellRoodt,JenniferHudson,WendyCrewson,AubreyPoo,Biography  Drama  History,JenniferHudson WendyCrewson AubreyPoo DarrellRoodt Biography  Drama  History,
the son of no one,DitoMontiel,ChanningTatum,AlPacino,TracyMorgan,Crime  Drama  Thriller,ChanningTatum AlPacino TracyMorgan DitoMontiel Crime  Drama  Thriller,
all the queen's men,StefanRuzowitzky,EddieIzzard,UdoKier,EdwardFox,Action  Comedy  Drama  War,EddieIzzard UdoKier EdwardFox StefanRuzowitzky Action  Comedy  Drama  War,
the good night,JakePaltrow,StephenGraham,GaelLeCornec,KeithAllen,Comedy  Drama  Fantasy  Music  Romance,StephenGraham GaelLeCornec KeithAllen JakePaltrow Comedy  Drama  Fantasy  Music  Romance,
bathory: countess of blood,JurajJakubisko,AnnaFriel,HansMatheson,FrancoNero,Biography  Drama  Fantasy  History,AnnaFriel HansMatheson FrancoNero JurajJakubisko Biography  Drama  Fantasy  History,
khumba,AnthonySilverston,LiamNeeson,SteveBuscemi,LorettaDevine,Adventure  Animation  Family,LiamNeeson SteveBuscemi LorettaDevine AnthonySilverston Adventure  Animation  Family,
automata,GabeIbáñez,BirgitteHjortSørensen,RobertForster,MelanieGriffith,Action  Sci-Fi  Thriller,BirgitteHjortSørensen RobertForster MelanieGriffith GabeIbáñez Action  Sci-Fi  Thriller,
dungeons & dragons: wrath of the dragon god,GerryLively,BrucePayne,LucyGaskell,StevenElder,Action  Adventure  Fantasy,BrucePayne LucyGaskell StevenElder GerryLively Action  Adventure  Fantasy,
chiamatemi francesco - il papa della gente,DanieleLuchetti,MaximilianDirr,RodrigoDelaSerna,FerdinandoVetere,Biography,MaximilianDirr RodrigoDelaSerna FerdinandoVetere DanieleLuchetti Biography,
shinjuku incident,Tung-ShingYee,BingbingFan,DanielWu,YasuakiKurata,Action  Crime  Drama  Thriller,BingbingFan DanielWu YasuakiKurata Tung-ShingYee Action  Crime  Drama  Thriller,
pandaemonium,JulienTemple,SamanthaMorton,DexterFletcher,LinusRoache,Biography  Drama,SamanthaMorton DexterFletcher LinusRoache JulienTemple Biography  Drama,
groundhog day,HaroldRamis,BillMurray,ChrisElliott,WillieGarson,Comedy  Fantasy  Romance,BillMurray ChrisElliott WillieGarson HaroldRamis Comedy  Fantasy  Romance,
magic mike xxl,GregoryJacobs,MattBomer,ChanningTatum,KevinNash,Comedy  Drama  Music,MattBomer ChanningTatum KevinNash GregoryJacobs Comedy  Drama  Music,
romeo + juliet,BazLuhrmann,LeonardoDiCaprio,HaroldPerrineau,BrianDennehy,Drama  Romance,LeonardoDiCaprio HaroldPerrineau BrianDennehy BazLuhrmann Drama  Romance,
sarah's key,GillesPaquet-Brenner,KristinScottThomas,AidanQuinn,ArbenBajraktaraj,Drama  War,KristinScottThomas AidanQuinn ArbenBajraktaraj GillesPaquet-Brenner Drama  War,
freedom,PeterCousens,SharonLeal,DavidRasche,BartShatto,Drama  Family  Music,SharonLeal DavidRasche BartShatto PeterCousens Drama  Family  Music,
unforgiven,ClintEastwood,ClintEastwood,MorganFreeman,FrancesFisher,Drama  Western,ClintEastwood MorganFreeman FrancesFisher ClintEastwood Drama  Western,
manderlay,LarsvonTrier,BryceDallasHoward,JeremyDavies,Jean-MarcBarr,Drama,BryceDallasHoward JeremyDavies Jean-MarcBarr LarsvonTrier Drama,
slumdog millionaire,DannyBoyle,AnilKapoor,SaurabhShukla,AyushMaheshKhedekar,Drama  Romance,AnilKapoor SaurabhShukla AyushMaheshKhedekar DannyBoyle Drama  Romance,
fatal attraction,AdrianLyne,FredGwynne,LoisSmith,AnneArcher,Drama  Romance  Thriller,FredGwynne LoisSmith AnneArcher AdrianLyne Drama  Romance  Thriller,
pretty woman,GarryMarshall,JuliaRoberts,HectorElizondo,JasonAlexander,Comedy  Romance,JuliaRoberts HectorElizondo JasonAlexander GarryMarshall Comedy  Romance,
towering inferno            ,JohnBlanchard,MartinShort,AndreaMartin,JoeFlaherty,Comedy,MartinShort AndreaMartin JoeFlaherty JohnBlanchard Comedy,
crocodile dundee ii,JohnCornell,PaulHogan,LindaKozlowski,JohnMeillon,Action  Adventure  Comedy,PaulHogan LindaKozlowski JohnMeillon JohnCornell Action  Adventure  Comedy,
broken horses,VidhuVinodChopra,MaríaValverde,ChrisMarquette,ChadBishop,Action  Crime  Drama  Mystery  Thriller,MaríaValverde ChrisMarquette ChadBishop VidhuVinodChopra Action  Crime  Drama  Mystery  Thriller,
born on the fourth of july,OliverStone,TomCruise,TomBerenger,StephenBaldwin,Biography  Drama  War,TomCruise TomBerenger StephenBaldwin OliverStone Biography  Drama  War,
cool runnings,JonTurteltaub,DougE.Doug,Leon,MalikYoba,Adventure  Comedy  Family  Sport,DougE.Doug Leon MalikYoba JonTurteltaub Adventure  Comedy  Family  Sport,
my bloody valentine,PatrickLussier,JensenAckles,JaimeKing,EdiGathegi,Horror  Thriller,JensenAckles JaimeKing EdiGathegi PatrickLussier Horror  Thriller,
the possession,OleBornedal,KyraSedgwick,MadisonDavenport,NatashaCalis,Horror  Thriller,KyraSedgwick MadisonDavenport NatashaCalis OleBornedal Horror  Thriller,
first blood,TedKotcheff,SylvesterStallone,BrianDennehy,ChrisMulkey,Action  Adventure  Drama,SylvesterStallone BrianDennehy ChrisMulkey TedKotcheff Action  Adventure  Drama,
stomp the yard,SylvainWhite,ChrisBrown,LazAlonso,HarryLennix,Drama  Music  Romance,ChrisBrown LazAlonso HarryLennix SylvainWhite Drama  Music  Romance,
the spy who loved me,LewisGilbert,CarolineMunro,DesmondLlewelyn,BarbaraBach,Action  Adventure  Sci-Fi  Thriller,CarolineMunro DesmondLlewelyn BarbaraBach LewisGilbert Action  Adventure  Sci-Fi  Thriller,
ghost hunters            ,unknown,AmyBruni,SteveGonsalves,JasonHawes,Documentary,AmyBruni SteveGonsalves JasonHawes unknown Documentary,
urban legend,JamieBlanks,AliciaWitt,LorettaDevine,JulianRichings,Horror  Mystery  Thriller,AliciaWitt LorettaDevine JulianRichings JamieBlanks Horror  Mystery  Thriller,
dangerous liaisons,StephenFrears,KeanuReeves,PeterCapaldi,SwoosieKurtz,Drama  Romance,KeanuReeves PeterCapaldi SwoosieKurtz StephenFrears Drama  Romance,
good deeds,TylerPerry,EddieCibrian,PhyliciaRashad,JamieKennedy,Comedy  Drama  Romance,EddieCibrian PhyliciaRashad JamieKennedy TylerPerry Comedy  Drama  Romance,
white fang,RandalKleiser,SeymourCassel,KlausMariaBrandauer,SusanHogan,Adventure  Drama,SeymourCassel KlausMariaBrandauer SusanHogan RandalKleiser Adventure  Drama,
superstar,BruceMcCulloch,WillFerrell,ElaineHendrix,MollyShannon,Comedy  Romance,WillFerrell ElaineHendrix MollyShannon BruceMcCulloch Comedy  Romance,
the iron lady,PhyllidaLloyd,MerylStreep,JimBroadbent,OliviaColman,Biography  Drama  History,MerylStreep JimBroadbent OliviaColman PhyllidaLloyd Biography  Drama  History,
jonah: a veggietales movie,MikeNawrocki,PhilVischer,MikeNawrocki,ShelbyVischer,Adventure  Animation  Comedy  Drama  Family  Musical,PhilVischer MikeNawrocki ShelbyVischer MikeNawrocki Adventure  Animation  Comedy  Drama  Family  Musical,
poetic justice,JohnSingleton,JanetJackson,KhandiAlexander,MayaAngelou,Drama  Romance,JanetJackson KhandiAlexander MayaAngelou JohnSingleton Drama  Romance,
all about the benjamins,KevinBray,MikeEpps,RogerGuenveurSmith,GinoSalvano,Action  Comedy  Crime  Thriller,MikeEpps RogerGuenveurSmith GinoSalvano KevinBray Action  Comedy  Crime  Thriller,
vampire in brooklyn,WesCraven,JohnWitherspoon,W.EarlBrown,AllenPayne,Comedy  Fantasy  Horror  Romance,JohnWitherspoon W.EarlBrown AllenPayne WesCraven Comedy  Fantasy  Horror  Romance,
exorcist ii: the heretic,JohnBoorman,LindaBlair,RichardBurton,NedBeatty,Horror,LindaBlair RichardBurton NedBeatty JohnBoorman Horror,
an american haunting,CourtneySolomon,SissySpacek,JamesD'Arcy,VernonDobtcheff,Horror  Mystery  Thriller,SissySpacek JamesD'Arcy VernonDobtcheff CourtneySolomon Horror  Mystery  Thriller,
my boss's daughter,DavidZucker,CarmenElectra,TylerLabine,MollyShannon,Comedy  Romance,CarmenElectra TylerLabine MollyShannon DavidZucker Comedy  Romance,
a perfect getaway,DavidTwohy,ChrisHemsworth,MillaJovovich,MarleyShelton,Adventure  Mystery  Thriller,ChrisHemsworth MillaJovovich MarleyShelton DavidTwohy Adventure  Mystery  Thriller,
our family wedding,RickFamuyiwa,AmericaFerrera,LanceGross,LupeOntiveros,Comedy  Romance,AmericaFerrera LanceGross LupeOntiveros RickFamuyiwa Comedy  Romance,
dead man on campus,AlanCohn,AlysonHannigan,LindaCardellini,PoppyMontgomery,Comedy,AlysonHannigan LindaCardellini PoppyMontgomery AlanCohn Comedy,
tea with mussolini,FrancoZeffirelli,LilyTomlin,JoanPlowright,PaoloSeganti,Comedy  Drama  War,LilyTomlin JoanPlowright PaoloSeganti FrancoZeffirelli Comedy  Drama  War,
thinner,TomHolland,JoeMantegna,BethanyJoyLenz,KariWuhrer,Fantasy  Horror,JoeMantegna BethanyJoyLenz KariWuhrer TomHolland Fantasy  Horror,
"new york, new york",MartinScorsese,RobertDeNiro,LizaMinnelli,MaryKayPlace,Drama  Music  Musical  Romance,RobertDeNiro LizaMinnelli MaryKayPlace MartinScorsese Drama  Music  Musical  Romance,
crooklyn,SpikeLee,AlfreWoodard,DelroyLindo,IsaiahWashington,Comedy  Drama,AlfreWoodard DelroyLindo IsaiahWashington SpikeLee Comedy  Drama,
i think i love my wife,ChrisRock,SteveBuscemi,ElizaCoupe,WendellPierce,Comedy  Drama  Romance,SteveBuscemi ElizaCoupe WendellPierce ChrisRock Comedy  Drama  Romance,
jason x,JamesIsaac,PeterMensah,KaneHodder,LexaDoig,Action  Horror  Sci-Fi  Thriller,PeterMensah KaneHodder LexaDoig JamesIsaac Action  Horror  Sci-Fi  Thriller,
big fat liar,ShawnLevy,FrankieMuniz,DonaldFaison,LeeMajors,Adventure  Comedy  Family,FrankieMuniz DonaldFaison LeeMajors ShawnLevy Adventure  Comedy  Family,
bobby,EmilioEstevez,AnthonyHopkins,NickCannon,BrianGeraghty,Drama  History,AnthonyHopkins NickCannon BrianGeraghty EmilioEstevez Drama  History,
head over heels,MarkWaters,MonicaPotter,IvanaMilicevic,ChinaChow,Comedy  Mystery  Romance,MonicaPotter IvanaMilicevic ChinaChow MarkWaters Comedy  Mystery  Romance,
fun size,JoshSchwartz,ThomasMcDonell,JacksonNicoll,OsricChau,Adventure  Comedy,ThomasMcDonell JacksonNicoll OsricChau JoshSchwartz Adventure  Comedy,
the diving bell and the butterfly,JulianSchnabel,EmmanuelleSeigner,MathieuAmalric,IsaachDeBankolé,Biography  Drama,EmmanuelleSeigner MathieuAmalric IsaachDeBankolé JulianSchnabel Biography  Drama,
little children,ToddField,KateWinslet,NoahEmmerich,JaneAdams,Drama  Romance,KateWinslet NoahEmmerich JaneAdams ToddField Drama  Romance,
gossip,DavisGuggenheim,NormanReedus,SharonLawrence,NoamJenkins,Drama  Mystery  Thriller,NormanReedus SharonLawrence NoamJenkins DavisGuggenheim Drama  Mystery  Thriller,
a walk on the moon,TonyGoldwyn,ViggoMortensen,JulieKavner,TovahFeldshuh,Drama,ViggoMortensen JulieKavner TovahFeldshuh TonyGoldwyn Drama,
catch a fire,PhillipNoyce,DerekLuke,TerryPheto,BonnieHenna,Biography  Drama  History,DerekLuke TerryPheto BonnieHenna PhillipNoyce Biography  Drama  History,
soul survivors,StephenCarpenter,MelissaSagemiller,AngelaFeatherstone,CandaceKroslak,Drama  Horror  Mystery  Thriller,MelissaSagemiller AngelaFeatherstone CandaceKroslak StephenCarpenter Drama  Horror  Mystery  Thriller,
jefferson in paris,JamesIvory,SethGilliam,ToddBoyce,NigelWhitmey,Biography  Drama  History  Romance,SethGilliam ToddBoyce NigelWhitmey JamesIvory Biography  Drama  History  Romance,
easy virtue,StephanElliott,ColinFirth,KristinScottThomas,KrisMarshall,Comedy  Romance,ColinFirth KristinScottThomas KrisMarshall StephanElliott Comedy  Romance,
caravans,JamesFargo,ChristopherLee,JosephCotten,BehrouzVossoughi,Action  Adventure  History,ChristopherLee JosephCotten BehrouzVossoughi JamesFargo Action  Adventure  History,
mr. turner,MikeLeigh,LesleyManville,RuthSheen,KarlJohnson,Biography  Drama  History,LesleyManville RuthSheen KarlJohnson MikeLeigh Biography  Drama  History,
wild grass,AlainResnais,MathieuAmalric,SaraForestier,EdouardBaer,Drama  Romance,MathieuAmalric SaraForestier EdouardBaer AlainResnais Drama  Romance,
amen.,Costa-Gavras,SebastianKoch,MathieuKassovitz,UlrichMühe,Biography  Crime  Drama  War,SebastianKoch MathieuKassovitz UlrichMühe Costa-Gavras Biography  Crime  Drama  War,
reign of assassins,Chao-BinSu,Woo-sungJung,ShawnYue,KellyLin,Action,Woo-sungJung ShawnYue KellyLin Chao-BinSu Action,
the lucky ones,NeilBurger,JohnHeard,KatherineLaNasa,MarkL.Young,Comedy  Drama  War,JohnHeard KatherineLaNasa MarkL.Young NeilBurger Comedy  Drama  War,
margaret,KennethLonergan,MattDamon,KieranCulkin,JohnGallagherJr.,Drama,MattDamon KieranCulkin JohnGallagherJr. KennethLonergan Drama,
stan helsing,BoZenga,SteveHowey,KenanThompson,DioraBaird,Comedy  Horror,SteveHowey KenanThompson DioraBaird BoZenga Comedy  Horror,
flipped,RobReiner,MadelineCarroll,RebeccaDeMornay,AidanQuinn,Comedy  Drama  Romance,MadelineCarroll RebeccaDeMornay AidanQuinn RobReiner Comedy  Drama  Romance,
brokeback mountain,AngLee,JakeGyllenhaal,HeathLedger,AnneHathaway,Drama  Romance,JakeGyllenhaal HeathLedger AnneHathaway AngLee Drama  Romance,
teenage mutant ninja turtles,JonathanLiebesman,NoelFisher,DannyWoodburn,JeremyHoward,Action  Adventure  Comedy  Sci-Fi,NoelFisher DannyWoodburn JeremyHoward JonathanLiebesman Action  Adventure  Comedy  Sci-Fi,
clueless,AmyHeckerling,DonaldFaison,DanHedaya,ElisaDonovan,Comedy  Romance,DonaldFaison DanHedaya ElisaDonovan AmyHeckerling Comedy  Romance,
far from heaven,ToddHaynes,DennisQuaid,CeliaWeston,MichaelGaston,Drama  Romance,DennisQuaid CeliaWeston MichaelGaston ToddHaynes Drama  Romance,
hot tub time machine 2,StevePink,AdamScott,GillianJacobs,ColletteWolfe,Comedy  Sci-Fi,AdamScott GillianJacobs ColletteWolfe StevePink Comedy  Sci-Fi,
quills,PhilipKaufman,KateWinslet,StephenMarcus,AmeliaWarner,Biography  Drama,KateWinslet StephenMarcus AmeliaWarner PhilipKaufman Biography  Drama,
seven psychopaths,MartinMcDonagh,AbbieCornish,GaboureySidibe,MichaelStuhlbarg,Comedy  Crime,AbbieCornish GaboureySidibe MichaelStuhlbarg MartinMcDonagh Comedy  Crime,
the caveman's valentine,KasiLemmons,ColmFeore,TamaraTunie,AunjanueEllis,Crime  Drama  Music  Mystery  Thriller,ColmFeore TamaraTunie AunjanueEllis KasiLemmons Crime  Drama  Music  Mystery  Thriller,
the border            ,unknown,JacekKoman,MarianDziedziel,JaroslawBoberek,Action  Crime  Drama  Thriller,JacekKoman MarianDziedziel JaroslawBoberek unknown Action  Crime  Drama  Thriller,
downfall,OliverHirschbiegel,ThomasKretschmann,BrunoGanz,AlexandraMariaLara,Biography  Drama  History  War,ThomasKretschmann BrunoGanz AlexandraMariaLara OliverHirschbiegel Biography  Drama  History  War,
the sea inside,AlejandroAmenábar,BelénRueda,LolaDueñas,TamarNovas,Biography  Drama  Romance,BelénRueda LolaDueñas TamarNovas AlejandroAmenábar Biography  Drama  Romance,
under the skin,JonathanGlazer,ScarlettJohansson,PaulBrannigan,AlisonChand,Drama  Horror  Sci-Fi  Thriller,ScarlettJohansson PaulBrannigan AlisonChand JonathanGlazer Drama  Horror  Sci-Fi  Thriller,
"good morning, vietnam",BarryLevinson,RobinWilliams,J.T.Walsh,BrunoKirby,Biography  Comedy  Drama  War,RobinWilliams J.T.Walsh BrunoKirby BarryLevinson Biography  Comedy  Drama  War,
the last godfather,Hyung-raeShim,JasonMewes,StephanieDanielson,MichaelRispoli,Comedy,JasonMewes StephanieDanielson MichaelRispoli Hyung-raeShim Comedy,
